#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
California Games (USA);California Games (USA);Nintendo Entertainment System;;1989;Milton Bradley;Sports;;;;;0;;;;;
Captain Skyhawk (USA);Captain Skyhawk (USA);Nintendo Entertainment System;;1990;Milton Bradley;Shoot-'Em-Up;;;;;0;;;;;
Casino Kid (USA);Casino Kid (USA);Nintendo Entertainment System;;1989;Sofel;Casino;;;;;0;;;;;
Castlevania (USA);Castlevania (USA);Nintendo Entertainment System;;1987;Konami;Platform;;;;;0;;;;;
Castlevania II - Simon's Quest (USA);Castlevania II - Simon's Quest (USA);Nintendo Entertainment System;;1988;Konami;Platform;;;;;0;;;;;
Castlevania III - Dracula's Curse (USA);Castlevania III - Dracula's Curse (USA);Nintendo Entertainment System;;1990;Konami;Platform;;;;;0;;;;;
Chip 'n Dale - Rescue Rangers (USA);Chip 'n Dale - Rescue Rangers (USA);Nintendo Entertainment System;;1990;Capcom;Platform;;;;;0;;;;;
Chip 'n Dale - Rescue Rangers 2 (USA);Chip 'n Dale - Rescue Rangers 2 (USA);Nintendo Entertainment System;;1994;Capcom;Platform;;;;;0;;;;;
Clash at Demonhead (USA);Clash at Demonhead (USA);Nintendo Entertainment System;;1990;Vic Tokai;Platform;;;;;0;;;;;
Clu Clu Land (World);Clu Clu Land (World);Nintendo Entertainment System;;1985;Nintendo;Action;;;;;0;;;;;
Cobra Triangle (USA);Cobra Triangle (USA);Nintendo Entertainment System;;1989;Nintendo;Action;;;;;0;;;;;
Code Name - Viper (USA);Code Name - Viper (USA);Nintendo Entertainment System;;1990;Capcom;Action;;;;;0;;;;;
Commando (USA);Commando (USA);Nintendo Entertainment System;;1986;Capcom;Action;;;;;0;;;;;
Conquest of the Crystal Palace (USA);Conquest of the Crystal Palace (USA);Nintendo Entertainment System;;1990;Asmik Corporation of America;Action;;;;;0;;;;;
Contra (USA);Contra (USA);Nintendo Entertainment System;;1988;Konami;Shooter;;;;;0;;;;;
Cowboy Kid (USA);Cowboy Kid (USA);Nintendo Entertainment System;;1992;Romstar;Action;;;;;0;;;;;
Crash 'n' the Boys - Street Challenge (USA);Crash 'n' the Boys - Street Challenge (USA);Nintendo Entertainment System;;1992;Technos;Sports;;;;;0;;;;;
Crisis Force (Japan) (Translated En);Crisis Force (Japan) (Translated En);Nintendo Famicom;;1991;Konami;Shoot-'Em-Up;;;;;0;;;;;
Crystalis (USA);Crystalis (USA);Nintendo Entertainment System;;1990;SNK;Role-Playing;;;;;0;;;;;
Darkwing Duck (USA);Darkwing Duck (USA);Nintendo Entertainment System;;1992;Capcom;Platform;;;;;0;;;;;
Defender II (USA);Defender II (USA);Nintendo Entertainment System;;1988;Hal;Shoot-'Em-Up;;;;;0;;;;;
Defender of the Crown (USA);Defender of the Crown (USA);Nintendo Entertainment System;;1989;Ultra;Strategy;;;;;0;;;;;
Deja Vu (USA);Deja Vu (USA);Nintendo Entertainment System;;1990;Seika Corp.;Adventure;;;;;0;;;;;
Demon Sword - Release the Power (USA);Demon Sword - Release the Power (USA);Nintendo Entertainment System;;1990;Taito Corporation;Action;;;;;0;;;;;
Destiny of an Emperor (USA);Destiny of an Emperor (USA);Nintendo Entertainment System;;1990;Capcom;Role-Playing;;;;;0;;;;;
Dig Dug II - Trouble in Paradise (USA);Dig Dug II - Trouble in Paradise (USA);Nintendo Entertainment System;;1989;Bandai;Action;;;;;0;;;;;
Adventures in the Magic Kingdom (USA);Adventures in the Magic Kingdom (USA);Nintendo Entertainment System;;1990;Capcom;Action;;;;;0;;;;;
Donkey Kong 3 (World);Donkey Kong 3 (World);Nintendo Entertainment System;;1986;Nintendo;Platform;;;;;0;;;;;
Double Dragon (USA);Double Dragon (USA);Nintendo Entertainment System;;1988;Tradewest;Beat-'Em-Up;;;;;0;;;;;
Double Dragon II - The Revenge (USA);Double Dragon II - The Revenge (USA);Nintendo Entertainment System;;1988;Tradewest;Beat-'Em-Up;;;;;0;;;;;
Double Dragon III - The Sacred Stones (USA);Double Dragon III - The Sacred Stones (USA);Nintendo Entertainment System;;1991;Acclaim;Beat-'Em-Up;;;;;0;;;;;
Double Dribble (USA);Double Dribble (USA);Nintendo Entertainment System;;1987;Konami;Sports/Basketball;;;;;0;;;;;
Dr. Chaos (USA);Dr. Chaos (USA);Nintendo Entertainment System;;1988;FCI, Inc.;Adventure;;;;;0;;;;;
Dr. Mario (Japan, USA);Dr. Mario (Japan, USA);Nintendo Entertainment System;;1990;Nintendo;Puzzle;;;;;0;;;;;
Dragon Spirit - The New Legend (USA);Dragon Spirit - The New Legend (USA);Nintendo Entertainment System;;1990;Bandai;Shoot-'Em-Up;;;;;0;;;;;
Dragon Warrior (USA);Dragon Warrior (USA);Nintendo Entertainment System;;1989;Nintendo;Role-Playing;;;;;0;;;;;
Dragon Warrior II (USA);Dragon Warrior II (USA);Nintendo Entertainment System;;1990;Enix America, Inc.;Role-Playing;;;;;0;;;;;
Dragon Warrior III (USA);Dragon Warrior III (USA);Nintendo Entertainment System;;1992;Enix America, Inc.;Role-Playing;;;;;0;;;;;
Dragon Warrior IV (USA);Dragon Warrior IV (USA);Nintendo Entertainment System;;1992;Enix America, Inc.;Role-Playing;;;;;0;;;;;
DuckTales (USA);DuckTales (USA);Nintendo Entertainment System;;1989;Capcom;Platform;;;;;0;;;;;
DuckTales 2 (USA);DuckTales 2 (USA);Nintendo Entertainment System;;1993;Capcom;Pinball;;;;;0;;;;;
Dusty Diamond's All-Star Softball (USA);Dusty Diamond's All-Star Softball (USA);Nintendo Entertainment System;;1990;Tonkin House;Sports/Baseball;;;;;0;;;;;
Elite (Europe);Elite (Europe);Nintendo Entertainment System;;1991;Imagineer;Simulation;;;;;0;;;;;
Excitebike (Japan, USA);Excitebike (Japan, USA);Nintendo Entertainment System;;1985;Nintendo;Action;;;;;0;;;;;
Famicom Wars (Japan) (Translated En);Famicom Wars (Japan) (Translated En);Nintendo Famicom;;1988;Nintendo;Strategy;;;;;0;;;;;
Fantasy Zone (USA) (Unl);Fantasy Zone (USA) (Unl);Nintendo Entertainment System;;1989;Tengen;Platform;;;;;0;;;;;
Faria - A World of Mystery & Danger! (USA);Faria - A World of Mystery & Danger! (USA);Nintendo Entertainment System;;1991;Nexoft;Role-Playing;;;;;0;;;;;
Faxanadu (USA);Faxanadu (USA);Nintendo Entertainment System;;1989;Nintendo;Role-Playing;;;;;0;;;;;
Felix the Cat (USA);Felix the Cat (USA);Nintendo Entertainment System;;1992;Hudson;Platform;;;;;0;;;;;
Fester's Quest (USA);Fester's Quest (USA);Nintendo Entertainment System;;1989;SunSoft;Adventure;;;;;0;;;;;
Final Fantasy (USA);Final Fantasy (USA);Nintendo Entertainment System;;1990;Nintendo;Role-Playing;;;;;0;;;;;
Final Fantasy II (Japan) (Translated En);Final Fantasy II (Japan) (Translated En);Nintendo Famicom;;1988;SquareSoft;Role-Playing;;;;;0;;;;;
Final Fantasy III (Japan) (Translated En);Final Fantasy III (Japan) (Translated En);Nintendo Famicom;;1990;SquareSoft;Role-Playing;;;;;0;;;;;
Fire Emblem Gaiden (Japan) (Translated En);Fire Emblem Gaiden (Japan) (Translated En);Nintendo Famicom;;1992;Nintendo;Strategy;;;;;0;;;;;
Fire 'n Ice (USA);Fire 'n Ice (USA);Nintendo Entertainment System;;1993;Tecmo;Puzzle;;;;;0;;;;;
Friday the 13th (USA);Friday the 13th (USA);Nintendo Entertainment System;;1989;LJN Ltd.;Action;;;;;0;;;;;
G.I. Joe - A Real American Hero (USA);G.I. Joe - A Real American Hero (USA);Nintendo Entertainment System;;1991;Taxan;Platform;;;;;0;;;;;
G.I. Joe - The Atlantis Factor (USA);G.I. Joe - The Atlantis Factor (USA);Nintendo Entertainment System;;1992;Capcom;Platform;;;;;0;;;;;
Galaga - Demons of Death (USA);Galaga - Demons of Death (USA);Nintendo Entertainment System;;1988;Bandai;Shoot-'Em-Up;;;;;0;;;;;
Galaxy 5000 (USA);Galaxy 5000 (USA);Nintendo Entertainment System;;1991;Activision;Driving;;;;;0;;;;;
Gargoyle's Quest II (USA);Gargoyle's Quest II (USA);Nintendo Entertainment System;;1992;Capcom;Adventure;;;;;0;;;;;
Gauntlet (USA);Gauntlet (USA);Nintendo Entertainment System;;1987;Tengen;Action;;;;;0;;;;;
Genghis Khan (USA);Genghis Khan (USA);Nintendo Entertainment System;;1990;Koei;Strategy;;;;;0;;;;;
Ghosts'n Goblins (USA);Ghosts'n Goblins (USA);Nintendo Entertainment System;;1986;Capcom;Platform;;;;;0;;;;;
Capcom's Gold Medal Challenge '92 (USA);Capcom's Gold Medal Challenge '92 (USA);Nintendo Entertainment System;;1992;Capcom;Sports/Olympic;;;;;0;;;;;
Golf (USA);Golf (USA);Nintendo Entertainment System;;1985;Nintendo;Sports/Golf;;;;;0;;;;;
Golgo 13 - Top Secret Episode (USA);Golgo 13 - Top Secret Episode (USA);Nintendo Entertainment System;;1988;Vic Tokai;Action;;;;;0;;;;;
Goonies II, The (USA);Goonies II, The (USA);Nintendo Entertainment System;;1987;Konami;Adventure;;;;;0;;;;;
Gradius (USA);Gradius (USA);Nintendo Entertainment System;;1986;Konami;Shoot-'Em-Up;;;;;0;;;;;
Gradius II (Japan);Gradius II (Japan);Nintendo Famicom;;1988;Konami;Shoot-'Em-Up;;;;;0;;;;;
Gremlins 2 - The New Batch (USA);Gremlins 2 - The New Batch (USA);Nintendo Entertainment System;;1990;SunSoft;Action;;;;;0;;;;;
Guardian Legend, The (USA);Guardian Legend, The (USA);Nintendo Entertainment System;;1989;Broderbund;Shoot-'Em-Up;;;;;0;;;;;
Guerrilla War (USA);Guerrilla War (USA);Nintendo Entertainment System;;1989;SNK;Shooter;;;;;0;;;;;
Gun.Smoke (USA);Gun.Smoke (USA);Nintendo Entertainment System;;1988;Capcom;Shooter;;;;;0;;;;;
Gun Nac (USA);Gun Nac (USA);Nintendo Entertainment System;;1991;ASCII Entertainment;Shoot-'Em-Up;;;;;0;;;;;
Gyruss (USA);Gyruss (USA);Nintendo Entertainment System;;1989;Ultra;Shoot-'Em-Up;;;;;0;;;;;
High Speed (USA);High Speed (USA);Nintendo Entertainment System;;1991;Tradewest;Pinball;;;;;0;;;;;
Hydlide (USA);Hydlide (USA);Nintendo Entertainment System;;1989;FCI, Inc.;Role-Playing;;;;;0;;;;;
Ice Climber (USA, Europe);Ice Climber (USA, Europe);Nintendo Entertainment System;;1985;Nintendo;Platform;;;;;0;;;;;
Ice Hockey (USA);Ice Hockey (USA);Nintendo Entertainment System;;1988;Nintendo;Sports/Hockey;;;;;0;;;;;
Ikari Warriors (USA);Ikari Warriors (USA);Nintendo Entertainment System;;1987;SNK;Shooter;;;;;0;;;;;
IronSword - Wizards & Warriors II (USA);IronSword - Wizards & Warriors II (USA);Nintendo Entertainment System;;1989;Acclaim;Platform;;;;;0;;;;;
Jackal (USA);Jackal (USA);Nintendo Entertainment System;;1988;Konami;Action;;;;;0;;;;;
Jackie Chan's Action Kung Fu (USA);Jackie Chan's Action Kung Fu (USA);Nintendo Entertainment System;;1990;Hudson;Platform;;;;;0;;;;;
Jaws (USA);Jaws (USA);Nintendo Entertainment System;;1987;LJN Ltd.;Action;;;;;0;;;;;
Journey to Silius (USA);Journey to Silius (USA);Nintendo Entertainment System;;1990;SunSoft;Platform;;;;;0;;;;;
Just Breed (Japan) (Translated En);Just Breed (Japan) (Translated En);Nintendo Famicom;;1992;Enix Corporation;Role-Playing;;;;;0;;;;;
Karnov (USA);Karnov (USA);Nintendo Entertainment System;;1988;Data East;Platform;;;;;0;;;;;
Kickle Cubicle (USA);Kickle Cubicle (USA);Nintendo Entertainment System;;1990;Irem;Puzzle;;;;;0;;;;;
Kid Icarus (USA, Europe);Kid Icarus (USA, Europe);Nintendo Entertainment System;;1987;Nintendo;Platform;;;;;0;;;;;
Kid Niki - Radical Ninja (USA);Kid Niki - Radical Ninja (USA);Nintendo Entertainment System;;1987;Irem;Platform;;;;;0;;;;;
Kings of the Beach - Professional Beach Volleyball (USA);Kings of the Beach - Professional Beach Volleyball (USA);Nintendo Entertainment System;;1990;Ultra;Sports/Volleyball;;;;;0;;;;;
Kirby's Adventure (USA);Kirby's Adventure (USA);Nintendo Entertainment System;;1993;Nintendo;Platform;;;;;0;;;;;
Kiwi Kraze - A Bird-Brained Adventure! (USA);Kiwi Kraze - A Bird-Brained Adventure! (USA);Nintendo Entertainment System;;1991;Taito Corporation;Platform;;;;;0;;;;;
Klax (USA) (Unl);Klax (USA) (Unl);Nintendo Entertainment System;;1990;Tengen;Puzzle;;;;;0;;;;;
Kung Fu (Japan, USA);Kung Fu (Japan, USA);Nintendo Entertainment System;;1995;Nintendo;Beat-'Em-Up;;;;;0;;;;;
Kung-Fu Heroes (USA);Kung-Fu Heroes (USA);Nintendo Entertainment System;;1989;Culture Brain;Beat-'Em-Up;;;;;0;;;;;
Lagrange Point (Japan) (Translated En);Lagrange Point (Japan) (Translated En);Nintendo Famicom;;1991;Konami;Role-Playing;;;;;0;;;;;
Legacy of the Wizard (USA);Legacy of the Wizard (USA);Nintendo Entertainment System;;1989;Broderbund;Role-Playing;;;;;0;;;;;
Legend of the Ghost Lion (USA);Legend of the Ghost Lion (USA);Nintendo Entertainment System;;1992;Kemco;Role-Playing;;;;;0;;;;;
Legend of Zelda, The (USA);Legend of Zelda, The (USA);Nintendo Entertainment System;;1992;Nintendo;Adventure;;;;;0;;;;;
Legendary Wings (USA);Legendary Wings (USA);Nintendo Entertainment System;;1988;Capcom;Action;;;;;0;;;;;
Lemmings (USA);Lemmings (USA);Nintendo Entertainment System;;1992;SunSoft;Puzzle;;;;;0;;;;;
Life Force (USA);Life Force (USA);Nintendo Entertainment System;;1988;Konami;Shoot-'Em-Up;;;;;0;;;;;
Little League Baseball - Championship Series (USA);Little League Baseball - Championship Series (USA);Nintendo Entertainment System;;1990;SNK;Sports/Baseball;;;;;0;;;;;
Little Mermaid, The (USA);Little Mermaid, The (USA);Nintendo Entertainment System;;1991;Capcom;Action;;;;;0;;;;;
Little Nemo - The Dream Master (USA);Little Nemo - The Dream Master (USA);Nintendo Entertainment System;;1990;Capcom;Platform;;;;;0;;;;;
Little Ninja Brothers (USA);Little Ninja Brothers (USA);Nintendo Entertainment System;;1990;Culture Brain;Role-Playing;;;;;0;;;;;
Little Samson (USA);Little Samson (USA);Nintendo Entertainment System;;1992;Taito Corporation;Platform;;;;;0;;;;;
Lode Runner (USA);Lode Runner (USA);Nintendo Entertainment System;;1987;Broderbund;Puzzle;;;;;0;;;;;
Low G Man - The Low Gravity Man (USA);Low G Man - The Low Gravity Man (USA);Nintendo Entertainment System;;1990;Taxan;Platform;;;;;0;;;;;
Lunar Pool (USA);Lunar Pool (USA);Nintendo Entertainment System;;1987;FCI, Inc.;Sports/Pool and Dart;;;;;0;;;;;
M.C. Kids (USA);M.C. Kids (USA);Nintendo Entertainment System;;1992;Virgin Interactive;Platform;;;;;0;;;;;
Mach Rider (Japan, USA);Mach Rider (Japan, USA);Nintendo Entertainment System;;1985;Nintendo;Driving;;;;;0;;;;;
Mafat Conspiracy, The (USA);Mafat Conspiracy, The (USA);Nintendo Entertainment System;;1990;Vic Tokai;Action;;;;;0;;;;;
Magic of Scheherazade, The (USA);Magic of Scheherazade, The (USA);Nintendo Entertainment System;;1989;Culture Brain;Role-Playing;;;;;0;;;;;
Maniac Mansion (USA);Maniac Mansion (USA);Nintendo Entertainment System;;1990;Jaleco Entertainment;Adventure;;;;;0;;;;;
Mappy-Land (USA);Mappy-Land (USA);Nintendo Entertainment System;;1989;Taxan;Platform;;;;;0;;;;;
Marble Madness (USA);Marble Madness (USA);Nintendo Entertainment System;;1989;Milton Bradley;Puzzle;;;;;0;;;;;
Mario Bros. (World);Mario Bros. (World);Nintendo Entertainment System;;1986;Nintendo;Platform;;;;;0;;;;;
Mega Man (USA);Mega Man (USA);Nintendo Entertainment System;;1987;Capcom;Platform;;;;;0;;;;;
Mega Man 2 (USA);Mega Man 2 (USA);Nintendo Entertainment System;;1989;Capcom;Platform;;;;;0;;;;;
Mega Man 3 (USA);Mega Man 3 (USA);Nintendo Entertainment System;;1990;Capcom;Platform;;;;;0;;;;;
Mega Man 4 (USA);Mega Man 4 (USA);Nintendo Entertainment System;;1992;Capcom;Platform;;;;;0;;;;;
Mega Man 5 (USA);Mega Man 5 (USA);Nintendo Entertainment System;;1992;Capcom;Platform;;;;;0;;;;;
Mega Man 6 (USA);Mega Man 6 (USA);Nintendo Entertainment System;;1994;Capcom;Platform;;;;;0;;;;;
Metal Gear (USA);Metal Gear (USA);Nintendo Entertainment System;;1988;Ultra;Shooter;;;;;0;;;;;
Metal Storm (USA);Metal Storm (USA);Nintendo Entertainment System;;1991;Irem;Platform;;;;;0;;;;;
Metroid (USA);Metroid (USA);Nintendo Entertainment System;;1986;Nintendo;Adventure;;;;;0;;;;;
Mickey Mousecapade (USA);Mickey Mousecapade (USA);Nintendo Entertainment System;;1988;Capcom;Platform;;;;;0;;;;;
Micro Machines (USA) (Unl);Micro Machines (USA) (Unl);Nintendo Entertainment System;;1991;Camerica;Driving;;;;;0;;;;;
Mighty Final Fight (USA);Mighty Final Fight (USA);Nintendo Entertainment System;;1993;Capcom;Beat-'Em-Up;;;;;0;;;;;
Mike Tyson's Punch-Out!! (Japan, USA);Mike Tyson's Punch-Out!! (Japan, USA);Nintendo Entertainment System;;1987;Nintendo;Sports/Boxing;;;;;0;;;;;
Millipede (USA);Millipede (USA);Nintendo Entertainment System;;1988;Hal;Shooter;;;;;0;;;;;
Milon's Secret Castle (USA);Milon's Secret Castle (USA);Nintendo Entertainment System;;1988;Hudson;Platform;;;;;0;;;;;
Mitsume ga Tooru (Japan) (Translated En);Mitsume ga Tooru (Japan) (Translated En);Nintendo Famicom;;1992;Tomy Corporation;Action;;;;;0;;;;;
Monster in My Pocket (USA);Monster in My Pocket (USA);Nintendo Entertainment System;;1992;Konami;Platform;;;;;0;;;;;
Monster Party (USA);Monster Party (USA);Nintendo Entertainment System;;1989;Bandai;Platform;;;;;0;;;;;
Mother (Japan) (Translated En);Mother (Japan) (Translated En);Nintendo Famicom;;1989;Pax Softonica;Role-Playing;;;;;0;;;;;
NARC (USA);NARC (USA);Nintendo Entertainment System;;1990;Acclaim;Shooter;;;;;0;;;;;
NES Open Tournament Golf (USA);NES Open Tournament Golf (USA);Nintendo Entertainment System;;1991;Nintendo;Sports/Golf;;;;;0;;;;;
Nightmare on Elm Street, A (USA);Nightmare on Elm Street, A (USA);Nintendo Entertainment System;;1990;LJN Ltd.;Platform;;;;;0;;;;;
Nightshade (USA);Nightshade (USA);Nintendo Entertainment System;;1992;Ultra;Action;;;;;0;;;;;
Ninja Gaiden (USA);Ninja Gaiden (USA);Nintendo Entertainment System;;1989;Tecmo;Platform;;;;;0;;;;;
Ninja Gaiden II - The Dark Sword of Chaos (USA);Ninja Gaiden II - The Dark Sword of Chaos (USA);Nintendo Entertainment System;;1990;Tecmo;Platform;;;;;0;;;;;
Ninja Gaiden III - The Ancient Ship of Doom (USA);Ninja Gaiden III - The Ancient Ship of Doom (USA);Nintendo Entertainment System;;1991;Tecmo;Platform;;;;;0;;;;;
North and South (USA);North and South (USA);Nintendo Entertainment System;;1990;Kemco;Strategy;;;;;0;;;;;
Over Horizon (Europe);Over Horizon (Europe);Nintendo Entertainment System;;1991;Takara;Shoot-'Em-Up;;;;;0;;;;;
Pac-Man (USA);Pac-Man (USA);Nintendo Entertainment System;;1993;Namco;Action;;;;;0;;;;;
Palamedes (USA);Palamedes (USA);Nintendo Entertainment System;;1990;Hot B;Puzzle;;;;;0;;;;;
Panic Restaurant (USA);Panic Restaurant (USA);Nintendo Entertainment System;;1992;Taito Corporation;Platform;;;;;0;;;;;
Paperboy (USA);Paperboy (USA);Nintendo Entertainment System;;1988;Mindscape Inc.;Action;;;;;0;;;;;
Paperboy 2 (USA);Paperboy 2 (USA);Nintendo Entertainment System;;1992;Mindscape Inc.;Action;;;;;0;;;;;
Parodius (Europe);Parodius (Europe);Nintendo Entertainment System;;1992;Palcom;Shoot-'Em-Up;;;;;0;;;;;
Parodius Da! (Japan) (Translated En);Parodius Da! (Japan) (Translated En);Nintendo Famicom;;1990;Konami;Shooter;;;;;0;;;;;
Pin Bot (USA);Pin Bot (USA);Nintendo Entertainment System;;1990;Nintendo;Pinball;;;;;0;;;;;
Pinball (World);Pinball (World);Nintendo Entertainment System;;1985;Nintendo;Pinball;;;;;0;;;;;
Pinball Quest (USA);Pinball Quest (USA);Nintendo Entertainment System;;1990;Jaleco Entertainment;Pinball;;;;;0;;;;;
Pipe Dream (USA);Pipe Dream (USA);Nintendo Entertainment System;;1990;Bulletproof Software;Puzzle;;;;;0;;;;;
Pirates! (USA);Pirates! (USA);Nintendo Entertainment System;;1991;Ultra;Strategy;;;;;0;;;;;
Platoon (USA);Platoon (USA);Nintendo Entertainment System;;1988;SunSoft;Shooter;;;;;0;;;;;
Power Blade (USA);Power Blade (USA);Nintendo Entertainment System;;1991;Taito Corporation;Platform;;;;;0;;;;;
Power Blade 2 (USA);Power Blade 2 (USA);Nintendo Entertainment System;;1992;Taito Corporation;Platform;;;;;0;;;;;
Princess Tomato in Salad Kingdom (USA);Princess Tomato in Salad Kingdom (USA);Nintendo Entertainment System;;1991;Hudson;Adventure;;;;;0;;;;;
